sentiment,review
1," Pensive, intricate, and beautiful: This album is what music is all about. If I'm guessing right, the reviewer from Italy below compares this to the impressionistic music of Debussy et al. That's an apt comparison. It's not as 'free form' as Keith Jarrett (one of Brahem's major influences); it's structured music, but certainly doesn't let its meter weigh it down. Rarely do all three instruments combine. Instead, one instrumentalist will muse and the others will fill in or respond.The first three tracks are moody and exquisite. The fourth, ""Pique-Nique a Nagpur"", is a playful delight but it's not shallow. ""C'est Ailleurs"" is gorgeous.Perfect for a rainy day."
0," This Stinks!: We used the Diaper Genie with my daughter and her room constantly smelled like a Port-o-let. It was awful! When I found out I was pregnant again and would have two babies in diapers, we purchased the Diaper Genie II system. I love it! With more than twice the diapers, it contains the odors better, guests can figure it out, and since there is no twisting, the cartridge refill lasts much, much longer! The extra $10 you spend on the Diaper Genie II will be saved in cartridge refills in no time! I highly recommend the Diaper Genie II."
0," Not What We Thought: My wife and I bought this item because we thought we would have access to a toaster that toasted bread better than a toaster oven and also have access to an oven for other cooking needs. A single appliance that did the work of two and saved space. However we soon learned that the ""toaster"" does not toast as well as the oven, and more importantly, the ""oven"" is very small. There is vey little depth to the appliance. The literature indicates the oven can fit 2 slices of pizza on the rack. In my opinion, the slices would have to be very narrow, and even then you might have to place the slices on top of each other. But even that might not work if the end crusts were thick because there isn't much height from the rack to the bottom of the toaster section.Hamilton Beach offers a 4-slice toaster oven that probably offers greater depth but we will most likely purchase a traditional toaster oven soon."
0, The best of Tamilee Webb 2-pk: I didn't care for these. Seems like there were off the wall moves/exercises and it didn't motivate me at all
0," Disappointing Quality, Too Soft and Breaks When Sharpened: If you have been looking for the Revlon nail whitening pencil, do not buy the Sally Hansen version. It doesn't sharpen well; it breaks off every time I get it to a point sharp enough to work. Very frustrating. Unfortunately, it looks like Revlon has discontinued their version.But I do have good news: I took a chance and ordered the ""Flowery"" brand from Amazon, and it is harder material and easy to sharpen, works just like the Revlon and seems like it will last a long time.PS- I'm logged in under my husband's account! He does not whiten his nails. :-)"
0, Skip It: If your under 12 you may like the movie. If your an avid Star Wars fan you will cry! It is a sad movie I mean sad from begining to end. I am such a big fan of StarWars I can quote complete dialogue from the first trilogy. I have read all the books even the ones for episodes 7/8/9 by Timothy Zaun but could not make any real connections between the trilogy and this episode.
0, gave up on it: This one didn't grab me. 37% of the way in I gave up on it. Sorry it was simply a trudge to get that far in.
1," good program: I haven't had a full chance in doin this program, but i must say, when i did do disc one, i was at aww...i mean, i was like ""really? you want me to do what?"" but in a good way. I love to have challenges put to the test and this is a good challenge :)"
1," ""The Book Thief"": A different type of story about a young girl alone at the begining of WW2 in Germany. How she survives and what life was like during that time. The author has done a good job in describing the characters in the book. Anyone who lived through this historic period probably knows about the war and the battles but little about how people survived on the home fronts. The book held my interest but I am not sure I liked how the book ended."
0," Why Maggie Gyllenhaal?: This book is wonderful, but why did they choose this reader? She says her ""s""es like she is spitting into your ear. Or, like a snake. Very detracting from the actual book!"
1," Lovely work, as is usual for Carroll: ""Walker Easterling, an actor, saves a woman's life only to place her in infinitely greater danger by falling in love with her. Maris York, an artist, is an androgynous beauty who arouses incinerating passions in the men around her. Sleeping In Flame is a novel populated by a shaman with a fondness for sandwiches, an autistic Adonis, and a tiny man as powerful and ravenously jealous as the God of the Old Testament."" (cover blurb, paraphrased)Just when the reader thinks he's in the middle of a slice-of-life romance, this novel takes a sharp left turn and veers into classic Carroll territory -- in other words, deep into the mythic and the folkloric. That jealous old man claims to be Walker's father, and Walker isn't who he thinks he is. Carroll treats us to clear rich prose, and somehow makes even the most fantastic situations seem plausible and perfectly ordinary.Jonathan Carroll remains one of my favorite ""unknown"" authors."
0," VERY bad video quality.: We did not rent HD as we never do and most times the quality is just fine, but this one is very unclear and uncrisp. Disappointed we spend the money on this!"
1," For those serious in becoming Private Traders: This book requires you to have a strong will and desire to achieve the goal of being a trader. With that, you will be fully able to summon your mental resources to try to understand this excellent book. If you don't have the will & desire, then it will just be another technical analysis book with many tools. I enjoyed this book tremendously and am now slowly but surely moving forward along the difficult path to becoming a private trader. I wish you good trading ahead!"
0, Hoover U5468-900 Quality: This vaccuum is a joke. We purchased one and it vibrated quite a bit and sounded like an Cessna twin engine airplane taking off. We sent it back and received another; same situation. We thought it was factory defect. The second unit we received was sent back as well. Do not buy this vacuum. Eventually purchased another Hoover model vacuum locally. No problems...
0," Missed the mark for me: This book was highly recommended to me, and I looked forward to reading it. However, I found the stories uneven, and while some of the them were quite good, others were forgettable. I passed it on to a friend to get her reaction, and haven't heard back yet."
0," Given the choice, try William Poundstone's book instead.: Being a fan of biographies in general and Carl Sagan in particular, I have to say that this book was extremely disappointing. Davidson apparently felt that he was obligated to insert as many negative comments about Sagan as possible in the guise of presenting a balanced view of the man. Is it surprising that Sagan's ex-wife, Lynn Margulis, had almost nothing nice to say about him? Given that Davidson quotes her extensively throughout the book, one is led to believe that her statements are facts rather than opinions - or, more precisely, accusations. Davidson, while acknowledging Sagan's talents and intellectual achievements, also implies repeatedly that Sagan was egotistical, self-centered and self-serving in virtually everything he did. I doubt that anyone who has read Sagan's books would agree. My advice to those who want to read a biography about Sagan is to try Poundstone's book. I haven't read it yet, but it can't be worse than this one."
1," Tuxedo Shirt - perfect fit: The shirt was received in record time for a last minute important event. My husband has a large neck and we could not find his size in the store without having to pay an incredible price. The size selected fit him fine. The shirt was nice material and had the tie and accessories were, as promised. I was informed of the purchase the entire way to my doorstep.Tuxedo Shirt - Wing Collar 1/8"" Pleat 65% Polyester 35% CottonI would recommend using them again in the future."
1, Sterling Silver Box Chain: The necklace is beautiful! It is very sturdy and exceeded my expectations! You CANNOT find a quality necklace like this anwhere for the price! A must buy!
1," Must-Read for Every Investor: It's Earnings that Count should be on every investor's bookshelf. Whether you are a seasoned investor with an extensive background in accounting or just a beginner, this book is a must-read. Hewitt Heiserman effortlessly incorporates Benjamin Graham's defensive and enterprising perspectives into one easy-to-use system to determine a company's true earnings power. While these two methods are well known to the avid investor, Mr. Heiserman presents them in a fresh visual perspective, which through example, empowers the reader to not only learn how to discover the next Microsoft, but also how to avoid the next Enron or WorldCom."
1, I love this cd!: A friend just gave this to me as a gift - I haven't heard anything quite like this in a while. I haven't been able to stop playing it! I love the smooth flow of the lyrics and the R&B/Jazz mix. I highly recommend it to anyone looking for a fresh approach to a relaxing soothing muscial experience.
0," Buggy and lousy synchronzation with handheld: The product looks like it has not been tested adequately and rushed to the market. Daily record from my palm was not saved after a synchronization on the PC. Worse, a task without a reminder in Outlook ended up being a task with a reminder in my palm and the reminder for the task could not be turned off - FC reminder screen was not responsive, so I had an alarm and buzzer that would not stop. After a soft reset, the alarm and buzzer came back on the only way to stop it was using a hard reset and losing all my data.I hope they release a patch very quickly to fix these bugs. I would recommend folks not wasting money until the problems are fixed"
1, A Beautiful album!: Ihighly recommend this album. Dale Kristien has such a very beautiful voice! I'd give this album 10 stars if I could.
1," Your standard, tried and true pitching machine!: This thing, and others (same brand/model) just like it, are our little league work horses for all machine pitch levels. Even kid pitch levels use these for practices.With consistent ball type/weight/wetness, you will get much more consistent pitches. It's when you use different ball types/weights/wetness, that you will get pitches that don't stay as tight as you'd like them to. This should not be a surprise, but some coaches are caught off guard...Be sure to always check tire pressure on these - that's a key maintenance point. Every so often sanding the tire (while it's running, just use some light grit sandpaper to smooth out any rough spots) also helps improve consistency.With very basic maintenance, you should literally get years of use out of this machine! A great ROI considering only $1k, no tax, and free shipping with Amazon Prime."
1," Really heat retardent: Actually I bought this to fix the inspection door of my furnace.There was a hight temp gasket that wore out,so I figured if this product could handle header heat it sure could handle what I was going to do with it...and it did"
1," The item and service was outstanding: I have looked for this type of Bubba Keg for two years. I had a small one and went online using the name. I found it and ordered two of then through Anazon. I keeps the water cold for more than the 24 hours. This was better than I thought. It is not flashy so I can take it to sensitive places without being ""flashy"". Both my husband and I use the Keg 24/7 and are very pleased.My first location to to search for the keg and other items I need is Amazon. I have never been disappointed. I recommend the keg to all who mentions it. I also recommand Amazon for their source of any item.Thank you very much. Any other items you have please feel free to e-mail me a description.Thanks again.Alice"
0," Big Disappointment: After reading the mixed reviews, I decided to give this chair the benefit of the doubt and was so excited when it came today. I have a 1 year old and nanny two other babies during the day so I was desperate for something to make mealtimes a little easier. I opened the box and put the chair together only to realize that the arm pieces of my chair didn't match the pictures in the direction booklet. the lower arm that is supposed to sit under the table is welded so that it pokes up higher than the upper arm - it's impossible to use as the arm position propels the chair at a freakish angle and won't latch onto any surface. (I tried to attach some pictures to show this but it won't let me). After messing with it for an hour trying to find any way to make it work, i took it apart and packaged it back up. I'll be sending it back this afternoon. Such a disappointment. Don't waste your money."
0," Awful colors on this Special Edition DVD: We enjoyed very much of this outstanding miniseries on the VHS tapes. So, we bought this Special Edition DVD for Christmas - repeated playing would wear out the VHS tapes.BAD thing about this DVD:Like many reviewers here had said already. Awful awful colors, especially on the disk one. There is way too much contrast, bringing the lights and darks to extremes. The outdoor scenes hurt my eyes! Everyone looks ill; and it's hard to tell where darkness end and hair starts on most characters. The furnitures have no detail, they just disappear into the darkness.GOOD things about this DVD:1) Widescreen, although I doubt that I missed anything on the VHS format.2) The removal of episodes end credits.3) It has the closed captioning (subtitle) in English. It let me see what they are saying.Let the buyer beware!!"
1, spanner wrench: The tool is well construced and I used it the day that it was received. A very good tool for the price.
1, EXPENSIVE BUT GOOD SUGAR FREE CANDY: the price is too high but I like to eat these gummi candies because they are chewey and sugar-free. eating too much at one time will bother your digestive tract.
0," It just doesn't work!!!: I ignored the recent negative reviews that states that this product only boost signal within 5 feet of the unit, which is exactly what it does. So it doesn't work because I cannot be within 5 feet of the unit most of the time; my house is bigger than that. And the sad thing is that I was hoping it would strengthen as time goes by, until the return date expired which I forgot to monitor. If you buy this product and it only works within 5 feet return it immediately."
1," Great Product, but MUST read instructions to operate: This did well at keeping odors at bay, in our nursery. You do need to fully read the instructions though, don't be in a hurry. Once you understand how unit works, it is easy to empty, and put refills in. Needs complete emptying every 2-3 days, and this is with a 5 month old baby, who poopies more than newborns. It controls odor on the outside, however, the inside of the Genie needs to be wiped out with anibacterial cleaner wipes, as stentch of dirty diapers is absorbed by the inside plastic. The refills for the Genie are scented, which helps to control the odor, too. My only complaint with it, is that it needs to be emptied so frequently, it only holds 12-15 size 3 diapers. But obviously, no one wants a diaper disposal unit to sit in nursery for a week! That would be unsanitary! lol! Overall a good unit, for a good price. Refills are expensive though, around $.. to $.., but we only go through about 1 refill a month, which isn't too bad."
1, Dereks Review: This book is definatly a spotlight Of how even though a rockstar can have so much money and be loved by all sometimes you dont know how to love yourself and others .Also it shows that he had a really messed up childhood that would make some people afraid and may even have nightmares of what they were seeing or hearing about .
0," not as good as I thought:(: Not really what I expected and not very interesting, it was too short a documentary:( It could have reflected a more personal view of some of the girls on this program and more detail of their struggles"
0," This book belongs in Humor: This book claims that nearly all American Programmers would be standing in unemployment lines in 1999. Please note that everything that Yourdon does is *satire* - not real! When you realize the angle he aproaches life with, you understand the satire of this book, as well as his Y2K doomsday predictions. Better hurry, this level of satire seems like a tough one to ride!"
1," Fantastic sounds: Every time I play this C.D. among friends someone asks to borrow it because they like it so much. One can listen to this C.D. three-hundred times and never get tired of it. I highly recommend it to anyone who likes likes acid jazz type instrumental music, though it is very difficult to categorize this music into any one particular genre."
1," Unique Documentary: Explores the struggles and achievements faced by people in the field of psychopharmacology. If you turn on the subtitles (so you don't miss anything they say), you will be blown away by the knowledge and wisdom shared by the Shulgins, as well as everyone else that was interviewed.If you like this one, also check out the documentary Electronic Awakening."
0," Build Quality is very low: I bought this and it came with 3 screws that were striped. I did not strip them, they came that way. My friend who has a knack for these things helped me drill one of the screws out and we got in it. Also the shell is very flimsy and dents easily."
0, Too wet: This product although it stores easily is simply does a poor job of sucking up all the water. We will try to get our money back.
0, Devil dog: This movie was very poorly made. I took it straight to the trash. I just didn't like the move at all.
0, Disappointing: My Garmin NUVI was working okay for a couple months and then lost all of the data that I entered for Favorites places. The manual and website are no help trying to what happened and the customer support is next to useless. They keep answering emails with more questions rather than giving answers.
1," The best A+ Cert book I know of.: I have 3 other books, but this is the one that really helped me. It was easy to understand & the content is extrodinary. I will definetly purchase the Server+ & Network+ books."
1," cheap and it works: pretty basic plug it in and enjoy, it works like a gemand it was a penny great sellers I would buy again"
0," the movie is great, but the dvd STINKS: This is one of the all-time greatest car movies every made. the chase scenes are spectacular. Unlike some other reviewers, I found the plot plausible and intriguing.HOWEVER, the dvd RUINED this movie. Although the bonus features are great, they cheaped out and didn't include the original score. Instead of the funky 70s music that totally fit the mood (stuff) that I could have whipped up on my home pc in about 10 minutes.The missing songs and score totally ruined this otherwise terrific movie. You also get to see Halicki's widow insert herself all throughout the special features to the point of nausea. She even credits her own PARENTS with the making of the dvd! WTF???"
1," Wonderful Music from a great Song Writer. Very entertaining!: I consider Jerry Herman a genius as he wrote both words and music. As Carol Channing said, ""When god handed out talent Jerry stood in line twice"""
1," Unforgettable and True: A Jest of God epitomises Margaret Laurence's focus on characters whose stories are usually never told. The protagonist, Rachel, is a spinster school-teacher in small town Manitoba. She is stifled both by her closed community and by internalising their pettiness.Rachel's inner-dialogue sets the claustophobic atmosphere, while also being funny, frustrating and moving. Laurence's portrait of an ordinairy woman coming to terms with herself and with surroundings is flawless and highly readable."
1," R. Kelly at his best!: R. Kelly's 1995 self titled album is a classic R&B album. It's an album that all music fans must have. R.kelly is the best R&B artist ever. he released of 7 albums, each one I would give a 5 star rating, and who ever wouldn't, is crazy. But this is his album I would consider his best album. It has 16 of his greatest tracks ever, including his classic hit ""Down Low"" and other great songs like ""Thank God It's Friday"" and ""Hump Bounce"" Cop this album, you can't have a music collection without it."
0, Don't Waste Your Money: NO STARS. Played fine at first but after several months won't load disc at all. Total Garbage.
1," Quick delivery: I received the Country Life Omega 3 Mood softgels within a few days of my order and the price was right. I couldn't find an Omega 3-only supplement at this strength in my local pharmacies. However, the site needs to be more explicit regarding the strength, which I knew from ordering it previously."
1," Great headphones for the daily commute: I found these headphones great for the long noisy commute. After the foam expans in your ear, you're basically blocked off to the wrld, and able to listen in solitary silence to your favourite music. Sound quality is quite good, yet not as amazing as the KSC75. If you need to block out the annoying chatter and rumble of the bus/train, grab these. If you need a pair of headphones for the quiet of your home, grab the KSC75."
0," Boring: This was definitely the most boring Jackie Collins book I have read so far. I couldn't wait to finish reading it, I was hoping for something exciting to happen, like in her Lucky Series. But the book was long and terrible."
1, Excellent service: Great to be able to get this as it is out of print - arrived on time and in excellent shape
1, Value the works of an aging poet for what they are: Visit the following URL for my review of Electric Light:http://webpages.ursinus.edu/rrichter/heaney.htm
0," This book stinks: I don't like any thing about this book except for the title. I can't even tell who is talking or what is happening.I didn't even know the main character's name until I read the back. It seemed like the author was reading a dictionary while writing this. I had to read it although I lost interest on the first page. It may be easier for older peaple to read, but I don't think any kid would enjoy this."
0," does not work for me: I don't know how the other reviewers gave this item such a high rating, I found it very hard to tell the PH from the color grid, all the alkaline colors are very similar and its very hard to determine exactly what your PH is."
1, strong and easy to install: made of sturdy steel. only took minutes to install. the initial order was lost by the post office but the shipper (Niagra) immediately sent a replacement when they realized the post office error
1," Brad is the man: If I were in charge of getting an artist to score a film, I would hire Brad Fiedel. 'Nuff said."
1, classic very entertaining: Say what you wan about the sound track but the performances of the three main characters really make the film what it is. Smart and hilarious.
1," painful transaction, Filters-Now is great though.: good stuff just make sure you order the right size. beware that 24 x 24 x 1 comes in two sizes, (23.38 x 23.38 actual size vs. 23.75 x 23.75 actual size). I chose the smaller size I needed by mistake. I paid eight bucks in shipping to begin with, then it was 14.50 to send them back. Of course, UPS damaged the return (so I was told) thus reducing my credit by another ten bucks to 20 on 58 paid so far for nada. Meanwhile my allergies are killing me. Anyway, my point is don't ever try to order furnace filters online because it's easy without knowing the exact measurements you need to the millimeter. The filters-now company is legit as long as you call them direct and get er dun that way. They give you great southern hospitality style customer service and they make sure the order specifications are correct before confirming your order."
0," Zipper opens during washing/drying: I should have paid attention to the review or reviews that stated the zipper did not stay closed. The first time I thought perhaps I had neglected to close it tightly. The next two times I double checked the zipper before washing and I had closed it tightly, Twice it has opened during washing and once during drying dumping everything in the machine. Who needs it!!!! I have a front loading washer and dryer.And I wash on the easy care or delicate cycle,"
0," It all comes down to Time: Purchased this Battery in October, 2009, as a back up. It was installed late November, 2009 and Died early March 2010. This time I found a Panasonic battery for my Panasonic phone for half the price. Time will tell if it will last any longer, but it could not be any worse, and if it is the same, it cost me 1/2 the price..... I can not recommend this battery"
1," Cute: These are cute but the variety within the pack is somewhat limited. Also I used them on different surfaces, like paint, wood, plastic, etc. I have to keep pressing the ones on the wood back down. But they are cute in my Florida-themed bathroom"
1," These diapers really do dipe!: There's not much more to say except that these diapers really do their job: they absorb number 1, number 2, and even number 3 when necessary. They do the job without complaint, and with disregard for the producer of the respective number. We keep these around our house for when the children do a number - the fact that they coem in cases means we run out of the less frequently. Dipe, and dipe well!!!"
0," Old firmware does not work with Canon DSLR cameras: Some of 80x Lexar CF cards including this 1G ones do not work with Canon EOS-1Ds Mark II, EOS-1D Mark II, EOS 20D, and EOS Digital Rebel XT. Lexar released a firmware update on June 3rd, without which you may have a problem of images disappearing. Be careful not to buy a CF card with old firmware since YOU have to bear the cost of sending a defective unit for upgrade service.[...]"
0," Another Sandra movie: This(In my opinion) it's the worst film that Snadra ever acted in.It's stupid, boring, and nothing original.In the same categorie than Drop dead gorgeous, this film tells the story about the looking like a lesbian cop, Gracie Heart.A mad man is going to attack in the Miss Unite States contest, so Gracie it's the only one than can help, by entering at the contest.She's very ugly, so they re-make her like Pretty woman o Princess diaries style.And now Sandra loosk like...WOW!But that, i'm afraid to say it's what the director calls PLOT.Better luck next time for him! But i didn't enjoy this film at all.I know a lot of you film lovers liked this one, but ther was something mising here for me, may be creativity.Just wanting for Sandra's next fil a little upset."
0, Self-absorption: I was so disappointed in this book which our book club chose. Martha Beck is incredibly self-absorbed. I am curious as to how a book with so flimsy a plot could get published. Perhaps its Martha's ivy league education that allows for this after all. The stories of morning sickness are so exaggerated beyond belief. She should have lost her other child due to neglect. A disappointing read and author.
1," Works great and easy to install: This is such a great addition to the 14 inch Jet bandsaw that I'm surprised Jet doesn't just make it standard on all their 14 inch saws. I was able to install it by myself, and I'm an old guy. I rigged a rope from the ceiling to support the top arm of the saw, disconnected the bolt, and lowered it to the floor. After that, the installation goes very easy and straightforward. Putting the top arm back on was the opposite of taking it off, but be sure that you can tie off the rope so you can use both hands to tighten the bolt.The only negative is the blade that ships with the riser block - it's not very good. Buy yourself a selection of Timber Wolf blades to use for resawing.Having the extra resaw capability if really nice and increases the usefulness of the saw. I recommend this accessory."
0," Horrible text: While the illustrations are fair, the rhyming text for this book is just horrible. The rhymes are forced and sing-song. Even my nine-year old daughter groaned. The contrast between present manufacturing processes and those of the past is not made clear. Some of the illustrations are simply inaccurate--such as the drawing of the spinning wheel which would never be able to spin or to twist the thread."
1, Awesome! Sorry I missed it in the theaters!: I love a great story line and this movie had it all! Foreshadowing made the viewing especially entertaining for me because nothing was just for the viewing! Way to go Pixar!!!
0," Not worth a penny: While the movie is a technical masterpiece, it has a loose plot based once again, on sex. I am not knocking it, but I do not think sex,like in this movie, should be shown to young viewers. PG-13? Should be R for sure. Unless you feel you must cheapen your dignity, don't buy this video. Why doesn't the film industry make technical AND dramatic classics? All the old visual and spectacular plotline movies, such as 2001: A Space Odyssey, are just considered old junk heaps now. Why has my America cheapened itself by settling with low grade plotlines in exchange for good special effects?(Actually, a majority of the scenes look very artificial.)There is my opinion of this so called ""award winning"" movie."
0," Beeping is terrible!: Although yes, it does what it is supposed to do and takes your temperature, its continuous beeping every few seconds for over a minute is entirely unnecessary. It wakes my husband up and although he does not get angry and knows it is not my fault he does get annoyed at the product (I would find it annoying if the positions were reversed). I am going to look for another product that does not beep the entire time it is taking my temperature."
1," Marking Time: I had the pleasure of meeting Linda Witte Henke (an alum of Trinity Lutheran Seminary) when she was a speaker for a family ministry class at TLS. Her sincerity for the need of this type of book was heart-felt. I anticipated MARKING TIME's publication and am very pleased with its contents. So many times in daily life a special circumstance needs uplifting and this book provides the words (that are sometimes so hard to come by) for those special times and occasions that the church doesn't recognize as sacraments. Within the first week of my book's arrival, it was referenced for an ordination, end of class worship service and a congregation's 100th anniversary. Thanks Linda for your great and much needed contribution to ministry."
1, Awesome!: Love this brush. Makes applying creams and shaving a breeze. Thanks for your great product!! Recommend this brush for first time shavers.
0," Wasted Time and $$: I was very excited and soon very disappointed in this product. It is very difficult to open, does not fit the ipod very well, the seal literally came off the second time I opened it, and after the second song on the first use it flooded, ruining the ipod. It's going in the trash. I ordered a waterproofed ipod shuffle from underwater audio (who has great reviews) and consider it a lesson learned. One saving grace, I might be able to use the headphones I have. Buyer beware"
1," Hamish must find the murderer of the most hated man in town: Fergus the dustman or garbage man is the most hated man in town. He drinks, he beats his wife, and since he was promoted to enviromental supervisor and given a new uniform, he's turned into a tyrant. People are required to sort and recycle and if they don't, their garbage is left. Fergus has also started to blackmail various members of the community. One day, he is found in one of the wheelie bins with his head bashed in, and Hamish has to find out who killed him.This is another excellent Hamish Mc Beth mystery. All of the usual Lochdubh characters are involved and we meet a few new ones also. This is a really quick read."
1, Awesome CD: Bo takes a mediocre song and gives it soul. He takes an outdated song and makes it live and breathe again. I cannot wait for the full album. This is a can't go wrong CD.
1," Great Holiday Family Movie: Considering there are many holiday movies out there, this one for me tops it off. I guess since me and my dad have always been Chevy Chase fans, this one tops it off."
1, Emotional Ending: I thought this a very well written book.I had a hard time with the ending...very emotional. Good job.
0," Excellent Bypass Candidate: Before it was released, Windows ME was widely perceived as the home edition of Windows 2000 Professional. As it turned out, it is the latest version of Windows 9x. By no stretch of imagination does it have the stability and the robustness of Windows 2000 Professional. I tried installing Windows ME on a system that had previously run Windows 95, Windows 2000 Professional, Windows 2000 Advanced Server, three distributions of Linux and FreeBSD flawlessly. I experienced video problems, hard disk crashes and ME getting corrupted repeatedly. I tried reinstalling more than once, both as an upgrade and as clean install after formatting the hard disk to no avail. This operating system is simply not stable. Considering the fact that Windows XP is on the market, I don't expect Microsoft to spend much effort in fixing ME. If you are upgrading from a previous Windows version, bypassing ME is a very prudent decision."
1," Great Concept but not for joggers: The product works wonderfully for all but the family jogger. Despite the""shock resistent"" description on the product, a jogger can not use this great concept (the device skips). This is disappointing given the large number of joggers. The problem of developing a useful device for joggers remains to be solved."
0," Seeing a little bit of America and too much of the boy: I evaluated this book to use with audiences outside of the United States. The book didn't communicate the message we wanted. A 16-year old (who looks about 8 in the drawings) driving across the US by himself. Then, towards the end of the book in the state of Nevada, he sheds his clothes and we are presented with a lovely illustration of his backside. It was one of those moments when I thought, ""what was the author thinking"" - this is book for first/second graders.Still looking for a book that shows America in a positive light."
1, Love the stupid shows...: Always loved the mindless stupid shows as I'm usually working with the tv on in the background.. I like stuff that keeps me entertained with limited attention to details...
1, Super awesome: This movie is not as good as the first but the end fight scene is definitely awesome. And the movie on the whole is pretty rad.
1, DELICIOUS!!!: What a delicious feast of recipes! I've dined on Chicken Piccata. It was great! Now to try her Chocolate Mousse...I can't wait!Florence Henderson is a multi-talented woman...and one of the nicest people there is!
0," Poor quality: First table had a large split down the center. Didn't even unwrap the rest of the table. Ordered a replacement, which came with part of the table top glued off center, so that unfinished wood was showing around the edges. Top was also slightly warped, and had a knot hole with a crack in it that looked like it might expand over time. Liked the style of the table, but there were too many flaws, even for the, even for the relatively inexpensive price. On the plus side, both deliveries came two days after I ordered them!"
0," Not the Best Big Comfy Couch Video: My 3 year old daughter loves the Big Comfy Couch, but does not care for this particular video at all. I hate to say anything negative about the Big Comfy Couch, but for some reason they stuck an annoying ""hard rock"" style song into the middle of this otherwise cute video. Even Barney songs all have melodies that will eventually grow on you, but this rock song about interrupting is unbearable! Without this song, the video would be a 3 star video.I recommend sticking to all of the other great Big Comfy Couch videos that follow a variety format more like the TV show. The ""Are you Ready for School"" one is my daughter's favorite."
0, Loved the Movie - Hate Being Hosed: They could have included both versions in the Blu-ray release. If people are not interested in the extended they could have decided which they wanted to buy. There is no way that I am going to buy this.
1," Awesome: This is an excellent cd. If you like other unwritten law cds youll love this one. I dont know what to compare it to, but its great. Buy it as soon as possible!"
1, Great Patterns: I am still new to knitting but these patterns are easy to follow. I originally got this book from my local library and just had to own it. I love the easy patterns and the challenge to expand my skills. Great book!
0," Frustrating waste of time and money: I have nothing good to say about this scanner. The image quality is very poor, it is slow, the bundled software is awful, and there is a bug in their driver. I have used it with two computers, and AMD-K6 200mHz running Win98 and a Pentium 3 933mHz running WinXP, and with both computers it did the same thing: It worked fine for a while, and then it would just stop working and I would get an error message telling me that there is a problem with the SCSI host adapter. I don't even have one! My scanner is connected to the Parallel port. Argh. It was so frustrating; I would not recommend this scanner to anyone. Go buy a cheap Canon."
0," Doesn't even deserve one star.: I make it a point not to read reviews or plot lines before reading books. I want to be surprised. Boy was I surprised. This started out as the typical Danielle Steele book (she tends to get in a rut, but sometimes the old standbys are comforting) but then it went so far askew. The only reason I finished the book was that I was hoping she'd somehow turned it around (like Bobby's dream in Dallas) and redeem herself. No such luck. It's not worth the time."
0, Incompetent: Franks is an incompetent political hack. He parrots the Bush line with total disregard for the lives and welfare of his troops. How is it that he was so short sighted to think they could start pulling troops out of Iraq right after the invasion? How is it that he was able to retire when his men are all on stop loss? Then when his mean are dying in Iraq he travels around during the Bush campaign promoting another incompetent hack like himself. This is the kind of General the Bush administration likes. Say what we want you to say and think of yourself first just like we do.
0," Gunman's Goal: Reprint of THREE ON THE TRAIL, if you already have that book, this edition has about three more pages."
1," Good Entertainment: The ""story"" is a little weak and has been done a million times in other movies, but the dancing in this is fantastic, and Robert Hoffman is EXTREMELY charming. Adam Sevani (Moose) is a great surprise. The final dance scene is well worth watching the movie for, unique and immensely entertaining. It's not going to win Oscars but you will be entertained and probably want to watch it again just for the amazing dancing."
0," Poorly written, gratuitous tripe sweeps nation: Save yourself the ten bucks - The Wasp Factory is about the single most simplistic, poorly written & juvenile attempt at naked shock value that I've ever had the displeasure to rest my eyes on.If you do plan on reading this worthless piece of trash, do yourself a favor and skip the last chapter. The ""shocking surprise ending"" is nothing of the sort.No stars, I really really really (thats three) hated this book - It sucks. Iain Banks is a cheap huckster. I wasted my money, I feel used. Enjoy."
0," Great voice,forgettable songs....: The only thing she has that Britney doesn't is a good powerful voice,but she's still singing semi-funky bubblegum Mickey Mouse songs..The less clothes she wears,the more boring she is...Hopefully,she'll fade away and maybe do Vegas or a strip show.Or just fade away period!! BORING!!"
0," FIX YOUR WEBSITE: DON""T MARKET THE WRONG TRANSLATION: It's completely false advertizing for you to sell the Davis translation and then make people download the much older Montcrief translation. Get it together Amazon!"
0," OMG!!!! Please stop burning and itching!!!: Why don't they have a warning on the package of this product! I used this and within an hour I was curled up in a ball about to cry. Burning, itching, swelling! Please do not use this, save yourself from the pain and discomfort it causes. Nothing helps not even showering and it's been 3 hours. This 1 day monistat needs to be taken off the shelf or at least have a warning on the box."
1," Great pieces -- by people I know!: I attend UCSB and have studied composition with both Jeremy Haladyna and William Kraft, who each contribute one premier to this fine CD. It's great music-- just be warned, you do have to really like contemporary art music. Jill Felber (also at UCSB) plays superbly... as always. Buy now!"
0," Mostly the same songs....again (sigh).: Cass Elliot's first two albums are rereleased here along with some B-sides and previously unreleased material such as ""Darling, Be Home Soon,"" ""Sisotowbell Lane,"" and ""For As Long As You Need Me."" ""Different"" and ""All For Me'"" are released on this CD also, and to my knowledge this is the only CD that they have ever been released on. My main complaint is the price. Even though I paid for it for the unreleased songs, it is obvious that the record companies are trying to ""stick it"" to the consumer. Most people aren't going to pay $50.00 for one CD. The unreleased material is so-so at best. It is up to you whether or not you want to spend the money on this CD. I won't even bother asking why they won't release the entire ""The Road Is No Place For A Lady"" on CD yet."
